Entity,Definition,Images
Universe,"The universe is all of space and time and their contents, including planets, stars, galaxies, and all other forms of matter and energy.","['https://upload.wikimedia.org/wikipedia/commons/2/2b/Aristarchus_working.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Artist%27s_impression_of_the_Milky_Way_%28updated_-_annotated%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/CMB_Timeline300_no_WMAP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg']"
Dung,Dung most often refers to animal feces.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Scientist,"A scientist is a person who researches to advance knowledge in an area of the natural sciences.In classical antiquity, there was no real ancient analog of a modern scientist.","['https://upload.wikimedia.org/wikipedia/commons/1/11/Albert_Einstein_photo_1921.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/Alessandro_Volta.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Aristotle_Altemps_Inv8575.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/CMB_Timeline_No_Labels_or_WMAP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Enrico_Fermi_1943-49.jpg']"
HIV/AIDS,"Human immunodeficiency virus infection and acquired immunodeficiency syndrome (HIV/AIDS) is a spectrum of conditions caused by infection with the human immunodeficiency virus (HIV), a retrovirus.","['https://upload.wikimedia.org/wikipedia/commons/b/b0/AIDS_Clinic%2C_McLeod_Ganj%2C_2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/AIDS_Poster_If_You%27re_Dabbling_in_Drugs_1989.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Deaths-and-new-cases-of-hiv.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/FACING_AIDS_a_condom_and_a_pill_at_a_time_-_I_am_FACING_AIDS_because_people_I_-3_are_infected._%285202985364%29.jpg']"
Folklore,"Folklore is shared by a particular group of people; it encompasses the traditions common to that culture, subculture or group.","['https://upload.wikimedia.org/wikipedia/commons/2/26/At_a_goldsmith%27s_workshop_Podhale_region.webm', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Bikkessy_Heinbucher_T%C3%A1ncol%C3%B3_magyarok.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Folk-dance-kalash.jpg']"
Science 42,Not found on Wikipedia,['Image not found']
Spoon,"A spoon is a utensil consisting of a shallow bowl (also known as a head), oval or round, at the end of a handle.","['https://upload.wikimedia.org/wikipedia/commons/b/b7/18-03-25-K%C3%BCchenutensil-DSCF1429.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/18-03-25-K%C3%BCchenutensil-DSCF1431.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Achaemenid_spoon_4TH_Century_B.C.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Birckala_1017_spoon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Hot spring,"A hot spring, hydrothermal spring, or geothermal spring is a spring produced by the emergence of geothermally heated groundwater onto the surface of the Earth.","['https://upload.wikimedia.org/wikipedia/commons/9/9c/Aerial_view_of_Grand_Prismatic_%2823428929375%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Algal_mats_on_hot_pool%2C_Orakei_Korako_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Evolution_of_Earth%27s_radiogenic_heat.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/GM_Guelma_Hammam_Challala01.jpg']"
Parent,A parent is a caregiver of the offspring in their own species.,"['https://upload.wikimedia.org/wikipedia/commons/5/5d/Barack_Obama_family_portrait_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Fran%C3%A7ois-Ren%C3%A9_Moreaux_-_O_imperador_D._Pedro_II%2C_sua_esposa_Teresa_Cristina_e_suas_filhas%2C_princesas_Isabel_e_Leopoldina%2C_1857.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Postpartum_baby2.jpg']"
Esophagus,"The esophagus (American English) or oesophagus (British English, see spelling differences; both ), colloquially known also as the food pipe or gullet, is an organ in vertebrates through which food passes, aided by peristaltic contractions, from the pharynx to the stomach.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Gastro-esophageal_jxn.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Gray1032.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Illu_esophagus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/Mid_esophageal_mass.jpg']"
Time scale,Time scale may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
United States Navy,The United States Navy (USN) is the maritime service branch of the United States Armed Forces and one of the eight uniformed services of the United States.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/Anchor%2C_Constitution%2C_and_Eagle.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/AnchorsAweigh.ogg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/BM1_NOGC.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/17/BM2_NOGC.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/BM3_NOGC.svg']"
Coral,Corals are marine invertebrates within the class Anthozoa of the phylum Cnidaria.,"['https://upload.wikimedia.org/wikipedia/commons/8/83/000324-Corals-IMG_0418-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/000407-Corals-IMG_0693-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/2008-01-26_Inshcape_1_Khurr-Fakkan_-_UAE_%282%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/6-Strand_Necklace%2C_Navajo_%28Native_American%29%2C_ca._1920s%2C_cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/AuloporaDevonianSilicaShale.jpg']"
Secondary school,A secondary school (or a high school) describes an institution that provides secondary education and also usually includes the building where this takes place.,"['https://upload.wikimedia.org/wikipedia/commons/3/36/APC-4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Camberwell_High_School.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png', 'Image not found']"
Cleanliness,"Cleanliness is both the  state of being clean and free from germs, dirt, trash, or waste, and the habit of achieving and maintaining that state.","['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
First aid,"First aid is the first and immediate assistance given to any person with either a minor or serious  illness or injury, with care provided to preserve life, prevent the condition from worsening, or to promote recovery until medical services arrive.","['https://upload.wikimedia.org/wikipedia/commons/d/d0/A_first_aid_box.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/CivilDefence.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Esmarch_original.jpg']"
Myanmar,"Myanmar, officially the Republic of the Union of Myanmar, also known as Burma (the official name until 1989), is a country in Southeast Asia.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/2007_Myanmar_protests_7.jpg', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/4/47/A_nun_and_group_of_monks_praying_before_idols_in_Myanmar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Armed_conflict_zones_in_Myanmar.png', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Asia_%28orthographic_projection%29.svg']"
Clothing,"Clothing (also known as clothes, garments, dress, apparel, or attire) is any item worn on the body.","['https://upload.wikimedia.org/wikipedia/commons/9/92/3rd_Duke_of_Fife_in_Kilt._Allan_Warren.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/BathingSuit1920s.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Clerical_clothing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Clothes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Clothing_salvage_centre_at_the_General_Engineering_Company_%28Canada%29_munitions_factory_%28I0004928%29.tif']"
Alternative fuel,"Alternative fuel, also known as non-conventional and advanced fuels, are fuels derived from sources other than fossil fuels (petroleum (oil), coal, and natural gas).","['https://upload.wikimedia.org/wikipedia/commons/7/7c/Biofuel_pumps_DCA_07_2010_9834.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Cash_template.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Pollution,Pollution is the introduction of contaminants into the natural environment that cause adverse change.,"['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Air-pollution-taiwan.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/CO2-by-country--1990-2025.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/CO2_emission_pie_chart.svg']"
Behavioral morphology,Not found on Wikipedia,['Image not found']
Physician,"A physician (American English), medical practitioner (Commonwealth English), medical doctor, or simply doctor, is a health professional who practices medicine, which is concerned with promoting, maintaining or restoring health through the study, diagnosis, prognosis and treatment of disease, injury, and other physical and mental impairments.","['https://upload.wikimedia.org/wikipedia/commons/f/f8/Aerial-Picture-of-Jackson-e1445995779731.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Elizabeth_Blackwell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Francesco_Redi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Ethnic group,Not found on Wikipedia,['Image not found']
Lung,"The lungs are the primary organs of the respiratory system in humans and most other animals, including some snails and a small number of fish.","['https://upload.wikimedia.org/wikipedia/commons/e/ef/3D_CT_of_thorax%2C_annotated.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/3D_Medical_Animation_Bronchial_Airways_terminating_ends.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Alveolus_diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Axolotl_ganz.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/BirdRespiration.svg']"
Commonwealth of Nations,"The Commonwealth of Nations, simply referred to as the Commonwealth, is a political association of 56 member states, the vast majority of which are former territories of the British Empire.","['https://upload.wikimedia.org/wikipedia/commons/b/b1/Azmak_Cemetery%2C_Gallipoli_Peninsula.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/British_Commonealth_of_Nations_handwritten_on_Anglo-Irish_Treaty_draft.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/CommonwealthPrimeMinisters1944.jpg', 'Image not found']"
Cutlery,"Cutlery (also referred to as silverware, flatware, or tableware), includes any hand implement used in preparing, serving, and especially eating food in Western culture.","['https://upload.wikimedia.org/wikipedia/commons/3/33/BLW_Cutlery_Set.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/BiodegradablePlasticUtensils.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Cutlery_designed_by_Zaha_Hadid_for_company_WMF%2C_2007_N.3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Fork%2C_knife_and_spoon_made_of_bamboo_on_a_plate.jpg']"
Sound,"In physics, sound is a vibration that propagates as an acoustic wave, through a transmission medium such as a gas, liquid or solid.","['https://upload.wikimedia.org/wikipedia/commons/3/34/23._%D0%97%D0%B2%D1%83%D1%87%D0%BD%D0%B8_%D0%B2%D0%B8%D1%99%D1%83%D1%88%D0%BA%D0%B8.ogv', 'https://upload.wikimedia.org/wikipedia/commons/3/34/23._%D0%97%D0%B2%D1%83%D1%87%D0%BD%D0%B8_%D0%B2%D0%B8%D1%99%D1%83%D1%88%D0%BA%D0%B8.ogv', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Drum_-_Cadence_A.ogg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Duration_perception.png']"
Pre-preparedness,Not found on Wikipedia,['Image not found']
Mitosis cell division,Not found on Wikipedia,['Image not found']
Parasite,Not found on Wikipedia,['Image not found']
Upper class,"Upper class in modern societies is the social class composed of people who hold the highest social status, usually are the wealthiest members of class society, and wield the greatest political power.","['https://upload.wikimedia.org/wikipedia/commons/b/b0/Age_of_Innocence_%281st_ed_dust_jacket%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Baile_del_Santiago_antiguo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Harrods_1909.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Assam,"Assam (; Assamese: [ˈɔxɔm] (listen)) is a state in northeastern India, south of the eastern Himalayas along the Brahmaputra and Barak River valleys.","['https://upload.wikimedia.org/wikipedia/commons/9/9c/A_group_of_%27Husori%27_for_the_occasion_of_Assamese_%27Bohag_Bihu%27_in_their_traditional_attire.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Ali-ai-ligang.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Ambubachi_Mela_at_Kamakhya_Temple_by_Vikramjit_Kakati.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/As-%E0%A6%85%E0%A6%B8%E0%A6%AE-2.oga', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Assam.jpg']"
Electroplating,"Electroplating, also known as electrochemical deposition or electrodeposition, is a process for producing a metal coating on a solid substrate through the reduction of cations of that metal by means of a direct electric current.","['https://upload.wikimedia.org/wikipedia/commons/c/c7/Copper_electroplating_principle_%28multilingual%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Early_Electro-Plating.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Fragment_of_west_barelief_on_St.Isaac_cathedral.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Haring_Cell.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Hullcell.jpg']"
Forefinger,Not found on Wikipedia,['Image not found']
Upper case,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Pond,"A pond is a small, still, land-based body of water formed by pooling inside a depression, either naturally or artificially.","['https://upload.wikimedia.org/wikipedia/commons/7/7e/Atchafalaya_Basin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Central_City_Park%2C_pond%2C_circa_1877_-_DPLA_-_cc8aa37aab5110ef47c1df80638969a5.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Central_Park%2C_The_Pond%2C_July_30_2020_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Claude_Monet_-_Water_Lilies_-_1906%2C_Ryerson.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Cornjum%2C_Martenastate_010.jpg']"
Bible,"The Bible (from Koine Greek τὰ βιβλία, tà biblía, 'the books') is a collection of religious texts or scriptures that are held to be sacred in Christianity, Judaism, Samaritanism, and many other religions.","['https://upload.wikimedia.org/wikipedia/commons/e/ed/1588_First_Welsh_Bible.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/A_religious_Baroque_Bible_-_7558.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Aleppo_Codex_Joshua_1_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Altar_and_bible_st_Johns_Lutheran.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Bhs_psalm1.png']"
Tornado,"A tornado is a violently rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud.","['https://upload.wikimedia.org/wikipedia/commons/a/a8/05june-rapiddow-wide.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/1957_Dallas_multi-vortex_1_edited.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/1999_Salt_Lake_City_tornado.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/2013ElRenoOKtornado.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/AllTdots.png']"
