entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Simple living being,Organism,Complex living being,Organism,Transformation into,Evolution is a slow and continuous process by which a simple living being changes into a complex and higher living being.
Higher living being,Organism,Simple living being,Organism,Derived from,Evolution is a slow and continuous process by which a simple living being changes into a complex and higher living being.
Living being,Organism,New species,Species,Transformation process,"When a living being is transformed into a new species, the process is called biological evolution."
Sea water,Water body,Unicellular simple organisms,Organism type,Found in,"Secondly, sea water has many unicellular simple organisms."
Scientists,Profession,Life,Biological entity,Study,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Earth,Planet,Life,Biological entity,Originated on,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Atmosphere,Environment,Methane,Chemical compound,Present in,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Atmosphere,Environment,Ammonia,Chemical compound,Present in,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Atmosphere,Environment,Hydrogen sulphide,Chemical compound,Present in,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Atmosphere,Environment,Water vapour,Chemical compound,Present in,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Atmosphere,Environment,Nitrogen,Chemical element,Present in,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Atmosphere,Environment,Carbon dioxide,Chemical compound,Present in,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Oxygen,Chemical element,Not present,Absence,In atmosphere,"About how life was originated on this earth, the scientists have estimated that about 260 crore years ago, the atmosphere had lots of methane, ammonia, hydrogen sulphide, water vapour, nitrogen and carbon dioxide gas, but no oxygen."
Temperature,Physical quantity,Atmosphere,Environmental system,Affected by,It increased the temperature of the atmosphere.
Thunderbolt,Physical phenomenon,Chemical compounds,Chemical compound,Produces,"As a result of thunderbolt and ultraviolet ray, these chemical compounds produced amino acid and nucleic acid."
Ultraviolet ray,Physical phenomenon,Chemical compounds,Chemical compound,Produces,"As a result of thunderbolt and ultraviolet ray, these chemical compounds produced amino acid and nucleic acid."
Chemical compounds,Chemical compound,Amino acid,Organic compound,Produces,"As a result of thunderbolt and ultraviolet ray, these chemical compounds produced amino acid and nucleic acid."
Chemical compounds,Chemical compound,Nucleic acid,Organic compound,Produces,"As a result of thunderbolt and ultraviolet ray, these chemical compounds produced amino acid and nucleic acid."
Amino acid,Organic compound,Nucleic acid,Biopolymer,Produces collectively,Then this amino acid and nucleic acid collectively produced nucleoprotein.
Nucleic acid,Biopolymer,Nucleoprotein,Protein,Produced by collectively,Then this amino acid and nucleic acid collectively produced nucleoprotein.
Nucleoprotein,Protein,Living organisms,Organism,Initiates and replicates,This nucleoprotein then got the capability to replicate and initiate living organisms.
Origin of earth,Event,Chemical evolution,Event,Related to,The events of origin of earth and origin of life are called the chemical evolution or evolution.
Origin of life,Event,Chemical evolution,Event,Related to,The events of origin of earth and origin of life are called the chemical evolution or evolution.
Nucleoprotein,Biomolecule,Nucleic acid,Biomolecule,Produced by,It is thought that nucleoprotein is produced by nucleic acid and protein.
Nucleoprotein,Biomolecule,Protein,Biomolecule,Produced by,It is thought that nucleoprotein is produced by nucleic acid and protein.
Nucleoprotein,Protein,Protovirus,Virus,Formed from,Protovirus was formed from this nucleoprotein and then virus evolved.
Nucleoprotein,Protein,Virus,Virus,Ancestor of,Protovirus was formed from this nucleoprotein and then virus evolved.
Protovirus,Virus,Virus,Virus,Evolved from,Protovirus was formed from this nucleoprotein and then virus evolved.
Protozoa,Microorganism,Structured nucleus,Cellular component,Formed,Then these protozoa formed a structured nucleus.
Unicellular life,Organism type,Chlorophyll,Biological molecule,Produces,"Some unicellular life began to produce chlorophyll; so, food synthesis started with production of oxygen as by-product."
Food synthesis,Biological process,Oxygen,Chemical compound,Produces as by-product,"Some unicellular life began to produce chlorophyll; so, food synthesis started with production of oxygen as by-product."
photosynthetic life,Biological entity,began,Event,increase,"Then, photosynthetic life began to increase."
Multi-cellular organisms,Organism type,Unicellular organisms,Organism type,Evolved from,"After that, multi-cellular organisms evolved from unicellular organisms."
Evolution,Biological process,Plants,Organism,Related to,"Thus, evolution of plants and animals began in two lines."
Evolution,Biological process,Animals,Organism,Related to,"Thus, evolution of plants and animals began in two lines."
Plants,Organism,Animals,Organism,Distinct lines,"Thus, evolution of plants and animals began in two lines."
Evidences for Evolution,Concept,Evolution,Process,Related to,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Evolution,Process,Life,Concept,Related to,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Evolution,Process,Evidences for Evolution,Concept,Establishes,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Evolution,Process,Occurred,Event,Establishes,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Life,Concept,Evolution,Process,Related to,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Evidences for Evolution,Concept,Process of evolution,Concept,Establishes,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Process of evolution,Concept,Evolution,Process,Related to,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Process of evolution,Concept,How evolution happens,Concept,Establishes,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
How evolution happens,Concept,Life,Concept,Related to,Evidences for Evolution Two concepts are tried to establish in evolution; one is the evidences that evolution really occurred; the other is the process of evolution or how evolution happens in life.
Evolution,Biological process,Life,Living organism,Happening for millions of years,There are many evidences that the evolution is happening for millions of years in life.
Comparative anatomy,Concept,Similarities,Concept,Described as,Their similarities and dissimilarities are called comparative anatomy.
Comparative anatomy,Concept,Dissimilarities,Concept,Described as,Their similarities and dissimilarities are called comparative anatomy.
Bat's wings,Organ,Whale flipper,Organ,Homologous,"bat's wings, whale flipper, seal's front legs, human hands are homologous organs."
