Entity,Definition,Images
X,"X, or x, is the twenty-fourth and third-to-last letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/9/98/BSL_letter_X.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Braille_X.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Chi_uc_lc.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/EtruscanX-01.svg']"
Colourless plastic,Not found on Wikipedia,['Image not found']
Bammat'fll,Not found on Wikipedia,['Image not found']
Estonia,"Estonia, formally the Republic of Estonia, is a country by the Baltic Sea in Northern Europe.","['https://upload.wikimedia.org/wikipedia/commons/f/f0/Academia_Gustaviana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Agreement_on_the_European_Economic_Area.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Alar_Karis_-_August_2021.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Arvo_P%C3%A4rt.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Balti_kett_22.jpg']"
Hand,"A hand is a prehensile, multi-fingered appendage located at the end of the forearm or forelimb of primates such as humans, chimpanzees, monkeys, and lemurs.","['https://upload.wikimedia.org/wikipedia/commons/a/a1/3D_Medical_Animation_Human_Wrist.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/814_Radiograph_of_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bb/Ardipithecus_Hand.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Blausen_0440_HandBones.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Opinion recognition,Not found on Wikipedia,['Image not found']
Reasoning,Not found on Wikipedia,['Image not found']
Wrestling,"Wrestling is a sport of physical engagement between two individuals, in which each wrestler strives to obtain a position of advantage over their opponent, within a given ruleset.","['https://upload.wikimedia.org/wikipedia/commons/b/b7/024.Jacob_Wrestles_with_the_Angel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Anthony_Gallton_%28left%29_vs_Robert_Teet_%28right%29_during_USA_Wrestling%27s_2010_World_Team_Trials_for_beach_wrestling.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Aspendos_-_400-300_BC_-_silver_stater_-_wrestlers_-_slinger_-_Erlangen_FAU_AS_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Beni_Hassan_tomb_15_wrestling_detail.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Bundesarchiv_Bild_135-BB-149-05%2C_Tibetexpedition%2C_Ringen.jpg']"
Capillary,"A capillary is a small blood vessel from 5 to 10 micrometres in diameter, and is part of the microcirculation system.","['https://upload.wikimedia.org/wikipedia/commons/f/f2/2101_Blood_Flow_Through_the_Heart.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/2108_Capillary_Exchange.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/A_red_blood_cell_in_a_capillary%2C_pancreatic_tissue_-_TEM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Blood_vessels-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Capillary.svg']"
Room,"In a building or large vehicle, like a ship, a room is any enclosed space within a number of walls to which entry is possible only via a door or other dividing structure that connects it to either a passageway, another room, or the outdoors, that is large enough for several people to move about, and whose size, fixtures, furnishings, and sometimes placement within the building or ship support the activity to be conducted in it.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/Akha_Kitchen.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Ateneul_Rom%C3%A2n_-_Sala.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Castle_Howard_Lady_Georgianas%27_Dressing_Room.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Reading,"Reading is the process of taking in the sense or meaning of letters, symbols, etc., especially by sight or touch.For educators and researchers, reading is a multifaceted process involving such areas as word recognition, orthography (spelling), alphabetics, phonics, phonemic awareness, vocabulary, comprehension, fluency, and motivation.Other types of reading and writing, such as pictograms (e.g., a hazard symbol and an emoji), are not based on speech-based writing systems.","['https://upload.wikimedia.org/wikipedia/commons/2/25/03282012Casa_hogar_ni%C3%B1as_tlahuac30_%28cropped%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Abydos-Bold-hieroglyph-A22.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Anonymous_-_Die_Andacht_%28%22The_Devotion%22%29_-_1937.376.1_-_Reading_Public_Museum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Austria_-_Heiligenkreuz_Abbey_-_1726.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Az_girl_reading_a_book._e-citizen.jpg']"
Problem selection,Not found on Wikipedia,['Image not found']
Microbus,Not found on Wikipedia,['Image not found']
Sedimentary material,Not found on Wikipedia,['Image not found']
RotatiOlllll,Not found on Wikipedia,['Image not found']
Rhizobium,Rhizobium is a genus of Gram-negative soil bacteria that fix nitrogen.,"['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Rhizobium_tropici_strain_BR816_on_TY_agar.JPG']"
Basella,The genus Basella is the type genus of the plant family Basellaceae.,"['https://upload.wikimedia.org/wikipedia/commons/7/7a/Basella_rubra_Blanco1.74.png', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Starr_030418-0059_Bougainvillea_spectabilis.jpg']"
UBfard,Not found on Wikipedia,['Image not found']
Calculator cc,Not found on Wikipedia,['Image not found']
System of measurement,A system of measurement is a collection of units of measurement and rules relating them to each other.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/MetricImperialUSCustomaryUnits.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Hair region,Not found on Wikipedia,['Image not found']
History of Earth,The history of Earth concerns the development of planet Earth from its formation to the present day.,"['https://upload.wikimedia.org/wikipedia/commons/9/98/Aldrin_Apollo_11_original.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Archean.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Artist%27s_concept_of_collision_at_HD_172555.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Banded_Iron_Formation_Barberton.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Bangalore,"Bangalore (), officially Bengaluru (Kannada pronunciation: [ˈbeŋgɐɭuːɾu] (listen)), is the capital and largest city of the southern Indian state of Karnataka.","['https://upload.wikimedia.org/wikipedia/commons/9/95/BMTC_Volvo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Bagmane_Tech_Park_Bangalore_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Bangalore-torpedo-batey-haosef.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/BangaloreInfosys.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/BangaloreLake.jpg']"
Vegetable oil,"Vegetable oils, or vegetable fats, are oils extracted from seeds or from other parts of fruits.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Olive_oil_from_Oneglia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Force arm,Not found on Wikipedia,['Image not found']
Foreeps Forceps,Not found on Wikipedia,['Image not found']
F,"F, or f, is the sixth letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others worldwide.","['https://upload.wikimedia.org/wikipedia/commons/1/1e/BSL_letter_F.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Braille_F6.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Capitalis_monumentalis_F.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Digamma_uc_lc.svg']"
Water vapor,"Water vapor, water vapour or aqueous vapor is the gaseous phase of water.","['https://upload.wikimedia.org/wikipedia/commons/4/4b/Above_the_Clouds.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/Artist%27s_Concept_of_Europa_Water_Vapor_Plume.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Atmosphere_of_exoplanet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Atmospheric_Water_Vapor_Mean.2005.030.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/BAMS_climate_assess_boulder_water_vapor_2002_-_2.png']"
Jaba,Jaba may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
There is a...........,Not found on Wikipedia,['Image not found']
Left,Left may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Cellular nucleus,Not found on Wikipedia,['Image not found']
Middle East,"The Middle East (Arabic: الشرق الأوسط, ISO 233: ash-Sharq al-Awsat) is a geopolitical region commonly encompassing Arabia (including the Arabian Peninsula and Bahrain), Asia Minor (Asian part of Turkey except Hatay Province), East Thrace (European part of Turkey), Egypt, Iran, the Levant (including Ash-Shām and Cyprus), Mesopotamia (modern-day Iraq), and the Socotra Archipelago (a part of Yemen).","['https://upload.wikimedia.org/wikipedia/commons/4/4c/1911_Ottoman_Calendar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/5628442718_b10fc2c47f_o.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Abu_dhabi_skylines_2014.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg']"
Prop root,Not found on Wikipedia,['Image not found']
Shoe box,Not found on Wikipedia,['Image not found']
Continuous process,Not found on Wikipedia,['Image not found']
Nerve,"A nerve is an enclosed, cable-like bundle of nerve fibers (called axons) in the peripheral nervous system.","['https://upload.wikimedia.org/wikipedia/commons/a/ac/1319_Nerve_StructureN.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Complete_neuron_cell_diagram_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Nerves_of_the_left_upper_extremity.gif']"
Non-living things,Not found on Wikipedia,['Image not found']
Respinlti011,Not found on Wikipedia,['Image not found']
Robin's house,Not found on Wikipedia,['Image not found']
Iodide,An iodide ion is the ion I−.,"['https://upload.wikimedia.org/wikipedia/commons/f/fa/I-.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Iodide_ion.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Yes_check.svg']"
Note book,Not found on Wikipedia,['Image not found']
Fatfoil,Not found on Wikipedia,['Image not found']
White paper,A white paper is a report or guide that informs readers concisely about a complex issue and presents the issuing body's philosophy on the matter.,['https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg']
Hindu temple,"A Hindu temple, or Devasthana or mandir or koil or kovil in Indian languages, is a house, seat and body of divinity for Hindus.","['https://upload.wikimedia.org/wikipedia/commons/7/74/12th_century_carving_exquisite_detail%2C_right_down_to_her_fingernails_Chennakesava_temple_at_Somanathapura%2C_Karnataka%2C_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/1880_sketch_of_early_6th_century_Deogarh_Dashavatara_Hindu_temple_plan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/1_Om.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/1_Virupaksha_temple_Gopuram_Hampi_Vijayanagar_India.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/5th_century_Hindu_temples_Eran_Madhya_Pradesh%2C_plan_sketched_in_1880.jpg']"
Truck,"A truck or lorry is a motor vehicle designed to transport cargo, carry specialized payloads, or perform other utilitarian work.","['https://upload.wikimedia.org/wikipedia/commons/d/df/1924-Super-Sentinel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/20-02-08_OFWA_Photowalk-.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/61/2018_Ford_Ranger_%28PX%29_XLT_4WD_4-door_utility_%282018-10-22%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/A_truck_chassis_section.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg']"
Longitude,"Longitude (, AU and UK also ) is a geographic coordinate that specifies the east–west position of a point on the surface of the Earth, or another celestial body.","['https://upload.wikimedia.org/wikipedia/commons/6/63/Aleutian_Islands_with_180th_meridian_and_International_Date_Line_%28cropped%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Azimutalprojektion-schief_kl-cropped.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Division_of_the_Earth_into_Gauss-Krueger_zones_-_Globe.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Marine_sandglass_MMM.jpg']"
Ideal plant,Not found on Wikipedia,['Image not found']
Beast,Beast most often refers to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Amsterdam,"Amsterdam ( AM-stər-dam, UK also  AM-stər-DAM, Dutch: [ˌɑmstərˈdɑm] (listen); lit.","['https://upload.wikimedia.org/wikipedia/commons/e/ec/20151120_BeursvanBerlage_002-6972.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Agnietenkapel_Gate.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Amsterdam%27s_Canals.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Amsterdam-centrum-OpenTopo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/AmsterdamBikeGirl.png']"
Problem solving,"Problem solving is the process of achieving a goal by overcoming obstacles, a frequent part of most activities.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Jigsaw.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Lobes_of_the_brain_NL.svg']"
Statistics,"Statistics (from German: Statistik, orig.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Fisher_iris_versicolor_sepalwidth.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b9/Gretl_screenshot.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Iris_Pairs_Plot.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Jakob_Bernoulli.jpg']"
Masonry,"Masonry is the craft of building a structure with brick, stone, or similar material, which are often laid in and bound together by mortar; the term masonry can also refer to the building units (stone, brick, etc.) themselves.","['https://upload.wikimedia.org/wikipedia/commons/5/58/A_V%C3%B6r%C3%B6s_%C3%A9s_a_K%C3%A9k_k%C3%A1poln%C3%A1k_k%C3%B6z%C3%B6tti_s%C3%A9t%C3%A1ny_kerti_lugassal%2C_gabion_t%C3%A1mfalrendszerrel%2C_2018_Balatonbogl%C3%A1r.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Athruzmasonry.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Brick_Work_2015-02-8_278.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Bricklayer_J4.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/CMUs.jpg']"
Isaac Newton,"Sir Isaac Newton  (25 December 1642 – 20 March 1726/27) was an English mathematician, physicist, astronomer, alchemist, theologian, and author who was described in his time as a natural philosopher.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Dispersive_Prism_Illustration.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Doctor_Zirkel_follows_Newton%27s_famous_steps_under_the_fabled_Wellcome_V0011942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/ENG_COA_Newton.svg']"
Petrol,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']
Cell type,A cell type is a classification used to identify cells that share morphological or phenotypical features.,['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']
