Entity,Definition,Images
Metre per hour,Metre per hour (American spelling: meter per hour) is a metric unit of both speed (scalar) and velocity (Vector (geometry)).,['https://upload.wikimedia.org/wikipedia/commons/a/a6/Nuvola_apps_kruler.svg']
Quick lime,Not found on Wikipedia,['Image not found']
Lake,"A lake is a naturally occurring, relatively large body of water localized in a basin completely surrounded by dry land, with much slower-moving flow than any inflow or outflow streams that serve to feed or drain it.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Badwater_tm5_2007046.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Caspian_Sea_from_orbit.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/China_Hangzhou_Westlake-8.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Symbiosis,"Symbiosis (from Greek συμβίωσις, symbíōsis, ""living together"", from σύν, sýn, ""together"", and βίωσις, bíōsis, ""living"") is any type of a close and long-term biological interaction between two biological organisms of different species, termed symbionts, be it mutualistic, commensalistic, or parasitic.","['https://upload.wikimedia.org/wikipedia/commons/9/94/An_alder_root_nodule_gall.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Ant_-_Pseudomyrmex_species%2C_on_Bull_Thorn_Acacia_%28Acacia_cornigera%29_with_Beltian_bodies%2C_Caves_Branch_Jungle_Lodge%2C_Belmopan%2C_Belize_-_8505045055.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Black_Walnut_middle.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg']"
 Height,"Height is  measure of vertical distance, either vertical extent (how ""tall"" something or someone is) or vertical position (how ""high"" a point is).","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Height_demonstration_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Safety belt,Not found on Wikipedia,['Image not found']
Audio engineering,Not found on Wikipedia,['Image not found']
Let a child stand in front of a wall with his eyes closed,Not found on Wikipedia,['Image not found']
Carcass,Carcass or Carcase (both pronounced ) may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Tram,A tram (called a streetcar or trolley in North America) is a rail vehicle that travels on tramway tracks on public urban streets; some include segments on segregated right-of-way.,"['https://upload.wikimedia.org/wikipedia/commons/0/06/09870-Budapest-1908-Kettenbr%C3%BCcke_mit_Stra%C3%9Fenbahn-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Aiga_railtransportation_25.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Art_work_of_Toledo%2C_Ohio_-_DPLA_-_0a107364e8d8eb430ebc183d28c46463_%28page_31%29_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Bensinmotorvagn._Trafikerade_linjen_19%2C_Karlaplan_-_Frihamnen_1924_-_1929.JPG']"
Chemical resistance,The chemical resistance of a material or surface can be determined in compliance with ISO 2812 Paints and varnishes – Determination of resistance to liquids – Part 1: Immersion in liquids other than water (ISO 2812-1:2007); German Version EN ISO 2812-1:2007 or Part 4: Spotting methods (ISO 2812-4:2007); German Version EN ISO 2812-4:2007.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']"
Gland cell,Not found on Wikipedia,['Image not found']
Drinking water,Drinking water is water that is used in drink or food preparation; potable water is water that is safe to be used as drinking water.,"['https://upload.wikimedia.org/wikipedia/commons/a/ad/Clean_water_for_a_village_in_West_Lombok_%2810686572086%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Drinking_Water_%285457257908%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Drinking_Water_Security_Poster_EPA.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Drinking_water.jpg']"
Carom coin,Not found on Wikipedia,['Image not found']
Bamboo,Bamboos are a diverse group of mostly evergreen perennial flowering plants making up the subfamily Bambusoideae of the grass family Poaceae.,"['https://upload.wikimedia.org/wikipedia/commons/3/32/20200704_Bamboo_barrier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/2021_Sagano_Bamboo_forest_in_Arashiyama%2C_Kyoto%2C_Japan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/2288_-_bamboo_-_Alain_Van_den_Hende_17072288_Licence_CC_BY-SA-3.0.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Abucay%2CBataanjf3721_06.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/39/Balais_en_bambou_-_DIY_-_bamboo_brooms_-_Alain_Van_den_Hende_-_licence_CC40_-_SAM_3896.jpg']"
What is it,What is it?,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Latent,Not found on Wikipedia,['Image not found']
What is a Mixture,Not found on Wikipedia,['Image not found']
Ringing,Ringing may mean:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Watercourse,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Fire,"Fire is the rapid oxidation of a material (the fuel) in the exothermic chemical process of combustion, releasing heat, light, and various reaction products.","['https://upload.wikimedia.org/wikipedia/commons/2/2a/Candle-light-animated.gif', 'Image not found', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Combustion_reaction_of_methane.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Des8.jpg']"
Electron microscope,An electron microscope is a microscope that uses a beam of electrons as a source of illumination.,"['https://upload.wikimedia.org/wikipedia/commons/c/ca/Ant_SEM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Bacillus_subtilis_image.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Electron_Interaction_with_Matter.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Electron_Microscope.jpg']"
Conservation of mass,"In physics and chemistry, the law of conservation of mass or principle of mass conservation states that for any system closed to all transfers of matter and energy, the mass of the system must remain constant over time, as the system's mass cannot change, so the quantity can neither be added nor be removed.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Antoine_laurent_lavoisier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Combustion_reaction_of_methane.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/M.V._Lomonosov_by_L.Miropolskiy_after_G.C.Prenner_%281787%2C_RAN%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg']"
Stirring,Not found on Wikipedia,['Image not found']
Work and ENERGY 119 uestions,Not found on Wikipedia,['Image not found']
Herbicide,"Herbicides (US: , UK: ), also commonly known as weed killers, are substances used to control undesired plants, also known as weeds.","['https://upload.wikimedia.org/wikipedia/commons/d/d2/2%2C4-Dichlorophenoxyacetic_acid_structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/A_vietnamese_Professor_is_pictured_with_a_group_of_handicapped_children.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Air_pollution3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Nail sink,Not found on Wikipedia,['Image not found']
Sunset,"Sunset, also known as sundown, is the daily disappearance of the Sun below the horizon due to Earth's rotation.","['https://upload.wikimedia.org/wikipedia/commons/4/43/A_view_of_some_houses_at_sun_down.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Cap_Djinet_sunset.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7d/Cebu_Sunset.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Cristo_Redentor_night.jpg']"
Nuclear membrane,Not found on Wikipedia,['Image not found']
Mulch,A mulch is a layer of material applied to the surface of soil.,"['https://upload.wikimedia.org/wikipedia/commons/0/05/Broken-stones.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Compost.mulch.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/France_Loiret_La_Bussiere_Potager_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Fresh.mulch.jpg']"
Connective tissue,"Connective tissue is one of the four primary types of animal tissue, along with epithelial tissue, muscle tissue, and nervous tissue.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Hist.Technik_%282%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Hypermobility-10.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Illu_connective_tissues_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Illu_connective_tissues_2.jpg']"
Boiling point,The boiling point of a substance is the temperature at which the vapor pressure of a liquid equals the pressure surrounding the liquid and the liquid changes into a vapor.,"['https://upload.wikimedia.org/wikipedia/commons/1/17/11._%D0%A2%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%B0%D1%82%D0%B0_%D0%B8_%D0%B2%D1%80%D0%B8%D0%B5%D1%9A%D0%B5%D1%82%D0%BE_%D0%BD%D0%B0_%D1%82%D0%B5%D1%87%D0%BD%D0%BE%D1%81%D1%82.ogv', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Asterisks_2_%28vertical%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Asterisks_one.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Binary_Boiling_Point_Diagram_new.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Boiling_point_vs_molar_mass_graph.png']"
Animal control,Animal control may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Numerical analysis,Numerical analysis is the study of algorithms that use numerical approximation (as opposed to symbolic manipulations) for the problems of mathematical analysis (as distinguished from discrete mathematics).,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Computer_Retro.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/LemonadeJuly2006.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Linear-regression.svg']"
NaOH,Not found on Wikipedia,['Image not found']
Dislocation,"In materials science, a dislocation or Taylor's dislocation is a linear crystallographic defect or irregularity within a crystal structure that contains an abrupt change in the arrangement of atoms.","['https://upload.wikimedia.org/wikipedia/commons/1/1f/Burgers_Vector_and_dislocations_%28screw_and_edge_type%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Dislocation_edge_d2.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Dislokation_Dissoziation.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Edge_dislocation_2.svg']"
Unbalanced force,Not found on Wikipedia,['Image not found']
Wheat,"Wheat is a grass widely cultivated for its seed, a cereal grain that is a worldwide staple food.","['https://upload.wikimedia.org/wikipedia/commons/2/23/CSIRO_ScienceImage_10772_Rustaffected_wheat_seedlings.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1e/Eilensen_Mb_%282018%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg']"
Atomic physics,Atomic physics is the field of physics that studies atoms as an isolated system of electrons and an atomic nucleus.,"['https://upload.wikimedia.org/wikipedia/commons/9/93/Bohr_atom_model.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']"
10.1.1,Not found on Wikipedia,['Image not found']
Water,"Water is an inorganic compound with the chemical formula H2O. It is a transparent, tasteless, odorless, and nearly colorless chemical substance, and it is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent).","['https://upload.wikimedia.org/wikipedia/commons/9/95/200407-sandouping-sanxiadaba-4.med.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/2006_Global_Water_Availability.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/3D_model_hydrogen_bonds_in_water.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Access_to_drinking_water_in_third_world.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_current_red_Asia_Australia.svg']"
 minus sign,Not found on Wikipedia,['Image not found']
Roof,"A roof (PL: roofs or rooves) is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind.","['https://upload.wikimedia.org/wikipedia/commons/b/b2/Ashdod_2005%2C_rooftop_view_p2.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Big_single-family_home_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Buildings_from_Peace_Avenue.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Churches_in_Olomouc.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Sugar,"Sugar is the generic name for sweet-tasting, soluble carbohydrates, many of which are used in food.","['https://upload.wikimedia.org/wikipedia/commons/1/16/Achard_Franz_Karl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Andreas_Sigismund_Marggaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Brown_sugar_examples.JPG', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Canaviais_Sao_Paulo_01_2008_06.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Sphere,"A sphere (from Ancient Greek  σφαῖρα (sphaîra) 'globe, ball') is a geometrical object that is a three-dimensional analogue to a two-dimensional circle.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Einstein_gyro_gravity_probe_b.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Ellipso-eb-ku.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Is-spherecyl5-s.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/King_of_spades-_spheres.jpg']"
What do you notice,Not found on Wikipedia,['Image not found']
Kerala,Kerala (English:  KERR-ə-lə; Malayalam: [ke:ɾɐɭɐm] (listen)) is a state on the Malabar Coast of India.,"['https://upload.wikimedia.org/wikipedia/commons/e/e8/1652_Sanson_Map_of_India_-_Geographicus_-_India-sanson-1652.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/2006_Human_Development_Index_for_India_map_by_states%2C_HDI_data_by_GoI_and_UNDP_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Quilon_Syrian_copper_plates_%289th_century_AD%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/5_image_collage_of_floral_arrangement_during_the_Hindu_festival_of_Onam_Kerala.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Administrative_Divisions_of_Kerala_%282020%29.svg']"
